需求编号,需求描述,运营平台需求编号,用例类型,导航,功能模块,功能点,优先级,用例标题,前置条件,操作步骤,预期结果,测试结果,执行人,测试环境,备注
9610,合作单位资质管理功能接入嵌入式风险组件，查看/新增合作单位资质信息时根据嵌入式风险配置显示风险提示信息，后端接口及前端样式均由工程实施提供，合作伙伴仅做接口对接,,UIUE+功能,合作单位信息管理 -合作单位资质信息,合作单位资质信息,UIUE展示,L3,验证合作单位资质信息的新增页面显示风险提示信息,"1.配置嵌入式风险指标配置
2.合作单位考核管理员登录","1.在合作单位资质信息新增页面
2. 点击链接风险点的任意位置
3. 点击确定按钮
4. 点击叉叉按钮","1.页面展示廉洁风险信息
2.弹框展示风险内容，弹框展示确定按钮和叉叉按钮 
3. 关闭弹框
4. 关闭弹框",通过,,,
9610,合作单位资质管理功能接入嵌入式风险组件，查看/新增合作单位资质信息时根据嵌入式风险配置显示风险提示信息，后端接口及前端样式均由工程实施提供，合作伙伴仅做接口对接,,UIUE+功能,合作单位信息管理 -合作单位资质信息,合作单位资质信息,UIUE展示,L3,验证合作单位资质信息的草稿页面显示风险提示信息,"1.配置嵌入式风险指标配置
2.合作单位考核管理员登录","1.在合作单位资质信息新增页面，保存后
2. 点击链接风险点的任意位置
3. 点击确定按钮
4. 点击叉叉按钮","1.页面展示廉洁风险信息
2.弹框展示风险内容，弹框展示确定按钮和叉叉按钮 
3. 关闭弹框
4. 关闭弹框",通过,,,
9610,合作单位资质管理功能接入嵌入式风险组件，查看/新增合作单位资质信息时根据嵌入式风险配置显示风险提示信息，后端接口及前端样式均由工程实施提供，合作伙伴仅做接口对接,,UIUE+功能,合作单位信息管理 -合作单位资质信息,合作单位资质信息,UIUE展示,L3,验证合作单位资质信息的审批页面显示风险提示信息,"1.配置嵌入式风险指标配置
2.合作单位考核管理员登录","1.在合作单位资质信息审批页面
2. 点击链接风险点的任意位置
3. 点击确定按钮
4. 点击叉叉按钮","1.页面展示廉洁风险信息
2.弹框展示风险内容，弹框展示确定按钮和叉叉按钮 
3. 关闭弹框
4. 关闭弹框",通过,,,
9610,合作单位资质管理功能接入嵌入式风险组件，查看/新增合作单位资质信息时根据嵌入式风险配置显示风险提示信息，后端接口及前端样式均由工程实施提供，合作伙伴仅做接口对接,,UIUE+功能,合作单位信息管理 -合作单位资质信息,合作单位资质信息,UIUE展示,L3,验证合作单位资质信息的审批完成页面显示风险提示信息,"1.配置嵌入式风险指标配置
2.合作单位考核管理员登录","1.在合作单位资质信息审批完成页面
2. 点击链接风险点的任意位置
3. 点击确定按钮
4. 点击叉叉按钮","1.页面展示廉洁风险信息
2.弹框展示风险内容，弹框展示确定按钮和叉叉按钮 
3. 关闭弹框
4. 关闭弹框",通过,,,
9610,合作单位资质管理功能接入嵌入式风险组件，查看/新增合作单位资质信息时根据嵌入式风险配置显示风险提示信息，后端接口及前端样式均由工程实施提供，合作伙伴仅做接口对接,,UIUE+功能,合作单位信息管理 -合作单位资质信息,合作单位资质信息,UIUE展示,L3,验证合作单位资质信息的已办页面显示风险提示信息,"1.配置嵌入式风险指标配置
2.合作单位考核管理员登录","1.在合作单位资质信息已办页面
2. 点击链接风险点的任意位置
3. 点击确定按钮
4. 点击叉叉按钮","1.页面展示廉洁风险信息
2.弹框展示风险内容，弹框展示确定按钮和叉叉按钮 
3. 关闭弹框
4. 关闭弹框",通过,,,
9610,合作单位资质管理功能接入嵌入式风险组件，查看/新增合作单位资质信息时根据嵌入式风险配置显示风险提示信息，后端接口及前端样式均由工程实施提供，合作伙伴仅做接口对接,,UIUE+功能,合作单位信息管理 -合作单位资质信息,合作单位资质信息,UIUE展示,L3,验证合作单位资质信息的新增页面不显示风险提示信息,"1.取消配置嵌入式风险指标配置
2.合作单位考核管理员登录",1.在合作单位资质信息新增页面，检查风险点展示,"1.页面不展示廉洁风险信息
",通过,,,
9611,合作单位人员管理功能接入嵌入式风险组件，查看/新增/编辑人员信息时根据嵌入式风险配置显示风险提示信息，后端接口及前端样式均由工程实施提供，合作伙伴仅做接口对接,,UIUE+功能,合作单位人员信息-合作单位人员管理,合作单位人员管理（内部）,UIUE展示,L3,验证合作单位人员信息的新增页面显示风险提示信息,"1.配置嵌入式风险指标配置
2.合作单位综合员登录","1.在合作单位人员信息的新增页面
2. 点击链接风险点的任意位置
3. 点击确定按钮
4. 点击叉叉按钮","1.页面展示廉洁风险信息
2.弹框展示风险内容，弹框展示确定按钮和叉叉按钮 
3. 关闭弹框
4. 关闭弹框",通过,,,
9611,合作单位人员管理功能接入嵌入式风险组件，查看/新增/编辑人员信息时根据嵌入式风险配置显示风险提示信息，后端接口及前端样式均由工程实施提供，合作伙伴仅做接口对接,,UIUE+功能,合作单位人员信息-合作单位人员管理（外部）,合作单位人员管理（外部）,UIUE展示,L3,验证合作单位人员信息的查看页面显示风险提示信息,"1.配置嵌入式风险指标配置
2.合作单位综合员登录","1.在合作单位人员信息页面，点击查看，跳转到人员信息详细页面
2. 点击链接风险点的任意位置
3. 点击确定按钮
4. 点击叉叉按钮","1.页面展示廉洁风险信息
2.弹框展示风险内容，弹框展示确定按钮和叉叉按钮 
3. 关闭弹框
4. 关闭弹框",通过,,,
9611,合作单位人员管理功能接入嵌入式风险组件，查看/新增/编辑人员信息时根据嵌入式风险配置显示风险提示信息，后端接口及前端样式均由工程实施提供，合作伙伴仅做接口对接,,UIUE+功能,合作单位人员信息-合作单位人员管理（内部）,合作单位人员管理,UIUE展示,L3,验证合作单位人员信息的查看页面显示风险提示信息,"1.配置嵌入式风险指标配置
2.合作单位综合员登录","1.在合作单位人员信息页面，点击查看，跳转到人员信息详细页面
2. 点击链接风险点的任意位置
3. 点击确定按钮
4. 点击叉叉按钮","1.页面展示廉洁风险信息
2.弹框展示风险内容，弹框展示确定按钮和叉叉按钮 
3. 关闭弹框
4. 关闭弹框",通过,,,
9611,合作单位人员管理功能接入嵌入式风险组件，查看/新增/编辑人员信息时根据嵌入式风险配置显示风险提示信息，后端接口及前端样式均由工程实施提供，合作伙伴仅做接口对接,,UIUE+功能,合作单位人员信息-合作单位人员管理,合作单位人员管理,UIUE展示,L3,验证合作单位人员信息的编辑页面显示风险提示信息,"1.配置嵌入式风险指标配置
2.合作单位综合员登录","1.在合作单位人员信息页面，点击编辑，跳转到人员信息详细页面
2. 点击链接风险点的任意位置
3. 点击确定按钮
4. 点击叉叉按钮","1.页面展示廉洁风险信息
2.弹框展示风险内容，弹框展示确定按钮和叉叉按钮 
3. 关闭弹框
4. 关闭弹框",通过,,,
9612,合作单位通知功能接入嵌入式风险组件，查看/新增/编辑合作单位通知时根据嵌入式风险配置显示风险提示信息，后端接口及前端样式均由工程实施提供，合作伙伴仅做接口对接,,UIUE+功能,合作单位信息管理-合作单位通知,合作单位通知,UIUE展示,L3,验证合作单位通知新增页面显示风险提示信息,"1.配置嵌入式风险指标配置
2.合作单位管理员登录","1.在合作单位通知新增页面
2. 点击链接风险点的任意位置
3. 点击确定按钮
4. 点击叉叉按钮","1.页面展示廉洁风险信息
2.弹框展示风险内容，弹框展示确定按钮和叉叉按钮 
3. 关闭弹框
4. 关闭弹框",,,,
9612,合作单位通知功能接入嵌入式风险组件，查看/新增/编辑合作单位通知时根据嵌入式风险配置显示风险提示信息，后端接口及前端样式均由工程实施提供，合作伙伴仅做接口对接,,UIUE+功能,合作单位信息管理-合作单位通知,合作单位通知,UIUE展示,L3,验证合作单位通知的查看页面显示风险提示信息,"1.配置嵌入式风险指标配置
2.合作单位管理员登录","1.在合作单位通知页面，点击查看，跳转到人员信息详细页面
2. 点击链接风险点的任意位置
3. 点击确定按钮
4. 点击叉叉按钮","1.页面展示廉洁风险信息
2.弹框展示风险内容，弹框展示确定按钮和叉叉按钮 
3. 关闭弹框
4. 关闭弹框",,,,
9612,合作单位通知功能接入嵌入式风险组件，查看/新增/编辑合作单位通知时根据嵌入式风险配置显示风险提示信息，后端接口及前端样式均由工程实施提供，合作伙伴仅做接口对接,,UIUE+功能,合作单位信息管理-合作单位通知,合作单位通知,UIUE展示,L3,验证合作单位通知编辑页面显示风险提示信息,"1.配置嵌入式风险指标配置
2.合作单位管理员登录","1.在合作单位通知页面，点击编辑，跳转到人员信息详细页面
2. 点击链接风险点的任意位置
3. 点击确定按钮
4. 点击叉叉按钮","1.页面展示廉洁风险信息
2.弹框展示风险内容，弹框展示确定按钮和叉叉按钮 
3. 关闭弹框
4. 关闭弹框",,,,
9312,"【背景】集团最新合作单位管理规范第十一条，各单位应组织合作单位参建人员针对工程建设管理要求的技能考试，考试通过后方能上岗作业。 
【需求】人员信息需要标识“是否通过技能考试”（需要表格批量导入功能），暂不需要关联到后续业务过程
【方案】（建议明确后续如何应用“是否通过技能考试”）
1、合作单位人员信息查看页面新增字段“是否通过技能考试”，下拉选择，枚举值：是/否；合作单位综合员或综合部负责人人员信息查询列表页此字段置灰不可编辑，后续由合作单位管理员录入；
2、在合作单位人员信息查看列表页面提供导入模板、批量编辑及批量导入功能，允许合作单位管理员下载模板并批量导入合作单位人员“是否通过技能考试”值。",,UIUE,合作单位-合作单位人员管理,合作单位人员管理（内部）,查询,L3,验证人员信息页面增加查询条件“是否通过技能考试”,1.省公司/地市合作单位管理员登录,1.在人员信息列表页面，检查查询条件,1.查询条件增加“是否通过技能考试”,通过,成亚珍,MSIT,
9612,合作单位通知功能接入嵌入式风险组件，查看/新增/编辑合作单位通知时根据嵌入式风险配置显示风险提示信息，后端接口及前端样式均由工程实施提供，合作伙伴仅做接口对接,,UIUE+功能,合作单位信息管理-合作单位通知,合作单位通知反馈页面,UIUE展示,L3,验证合作单位通知反馈流程页面,"1.配置嵌入式风险指标配置
2.合作单位接收员登录",1.查看待办的详细页面,"1.页面展示廉洁风险信息
2.弹框展示风险内容，弹框展示确定按钮和叉叉按钮 
3. 关闭弹框
4. 关闭弹框",,,,
9360,"【背景】因项目经理在溯源管理中发起扣分项，在涉及领导审批时，如果部门下涉及评分的项目较多，在无批量审批功能的情况下，领导需对评分待办逐一进行处理，存在一定的工作量。故建议在发起溯源管理扣分流程中新增领导批量审批功能。
【需求】建议在“溯源管理”扣分流程中增加领导批量审批功能。
【方案】
1、问题溯源接入流程服务批量审批组件，配置仅审批节点显示“批量提交”按钮；
2、批量提交前后端逻辑由流程组件统一提供，合作伙伴不做额外逻辑",,功能,辅助管理-溯源管理,溯源管理,批量提交,L1,验证审批人可以批量提交单据,1.审批人员收到多条溯源扣分单据,"1.发起人发起n条溯源单据，提交审批（提交给同一个人）
2. 选择同意,点击批量提交按钮
3. 检查下一环节审批人待办数据","1.待办详细页面展示批量审批按钮
2. 弹框列表展示单据，全部提交到下一环节
3. 待办包含N条单据",,,,
9360,"【背景】因项目经理在溯源管理中发起扣分项，在涉及领导审批时，如果部门下涉及评分的项目较多，在无批量审批功能的情况下，领导需对评分待办逐一进行处理，存在一定的工作量。故建议在发起溯源管理扣分流程中新增领导批量审批功能。
【需求】建议在“溯源管理”扣分流程中增加领导批量审批功能。
【方案】
1、问题溯源接入流程服务批量审批组件，配置仅审批节点显示“批量提交”按钮；
2、批量提交前后端逻辑由流程组件统一提供，合作伙伴不做额外逻辑",,功能,辅助管理-溯源管理,溯源管理,批量提交,L1,验证批量提交后的弹框展示,点击批量提交按钮,"1.点击批量提交按钮，检查弹框
2.点击搜索按钮
3.点击重置按钮","1.以列表形式展示,弹框上方展示搜索框，可以进行精确模糊搜索
2.列表内容展示搜索到的待办数据
3.搜索框内容清空",,,,
9360,"【背景】因项目经理在溯源管理中发起扣分项，在涉及领导审批时，如果部门下涉及评分的项目较多，在无批量审批功能的情况下，领导需对评分待办逐一进行处理，存在一定的工作量。故建议在发起溯源管理扣分流程中新增领导批量审批功能。
【需求】建议在“溯源管理”扣分流程中增加领导批量审批功能。
【方案】
1、问题溯源接入流程服务批量审批组件，配置仅审批节点显示“批量提交”按钮；
2、批量提交前后端逻辑由流程组件统一提供，合作伙伴不做额外逻辑",,性能,辅助管理-溯源管理,溯源管理,批量提交,L2,验证批量提交的响应时间,1.审批人员收到多条溯源扣分单据,"1.发起人发起n条溯源单据，提交审批（提交给同一个人）
2. 选择同意,点击批量提交按钮
","1.待办详细页面展示批量审批按钮
2. 提交成功的响应时间一般2\5\8s（一次性提交的条数限制为100条）",,,,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,UIUE,合作单位-合作单位信息维护页面,合作单位信息维护页面,页面展示,L1,验证合作单位维护页面展示安全生产责任书区域,1.合作单位管理员新增合作单位后点击保存,1.综合员维护合作单位页面,1.维护页面展示安全生产责任书区域,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,UIUE,合作单位-合作单位信息维护页面,合作单位信息维护页面,页面展示,L3,验证安全生产责任书区域展示红色提示,1.合作单位管理员新增合作单位（设计、施工、监理）后点击保存,1.综合员维护合作单位页面，检查友好提示信息,"1.红色字体：“合作单位类型为“设计单位”“施工单位”""监理单位”，安全生产责任书信息必填。”",通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息维护页面,合作单位信息维护页面,格式,L2,验证上传格式为.pdf的安全生产责任书，上传成功,1.合作单位管理员新增合作单位后点击保存,1.综合员维护合作单位页面，上传格式为.pdf的安全生产责任书,1.上传成功,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息维护页面,合作单位信息维护页面,修改安全责任书，展示更新后安全责任书,L2,验证修改pdf的安全生产责任书，上传成功，展示更新后的pdf,1.合作单位管理员新增合作单位后点击保存,1.综合员维护合作单位页面，上传格式为.pdf的安全生产责任书，保存后重新上传pdf,1.上传成功，展示上传成功的多个pdf,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息维护页面,合作单位信息维护页面,上传多个pdf,L2,验证上传多个格式为.pdf的安全生产责任书，上传成功，后面上传的覆盖前面上传的文件,1.合作单位管理员新增合作单位后点击保存,1.综合员维护合作单位页面，上传多个格式（能否上传多个pdf）为.pdf的安全生产责任书,1.可以上传多个，且可以上传成功,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息维护页面,合作单位信息维护页面,选种多个pdf,L2,验证上传多个格式为.pdf的安全生产责任书，上传成功，后面上传的覆盖前面上传的文件,1.合作单位管理员新增合作单位后点击保存,1.综合员维护合作单位页面，同时选中2个格式为.pdf的安全生产责任书,1.上传成功，展示上传成功的多个pdf,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能,合作单位-合作单位信息维护页面,合作单位信息维护页面,格式,L2,验证上传格式为.pdf的安全生产责任书，上传成功,1.合作单位管理员新增合作单位后点击保存,1.综合员维护合作单位页面，上传格式为非.pdf的安全生产责任书,1.上传不成功，提示上传格式不正确,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能+逻辑,合作单位-合作单位信息维护页面,合作单位信息维护页面,按钮展示,L2,验证【新增下一年度安全生产责任书】按钮的展示逻辑,"1.合作单位管理员新增合作单位后点击保存
2.当前日期为2023/08/14",1.综合员维护合作单位页面，检查【新增下一年度安全生产责任书】按钮的展示逻辑,1.不展示按钮【新增下一年度安全生产责任书】,通过,成亚珍,MSIT,
9661," 【9661】【背景】集团工管处数智化需求：要求设计、施工、监理单位每年按单位签署并上传安全生产责任书，未签署安全生产责任书的单位当年不允许派工
【需求】合作单位信息处增加安全生产责任书上传功能，由合作单位按年上传安全生产责任书并填写有效期，只有上传了安全生产责任书且在有效期内的单位允许派工
【方案】
方案：
1、合作单位综合员在补充合作单位信息时，合作单位类型为设计单位、施工单位、监理单位的需要安全生产责任书级填写签署，签署日期【年度】（枚举值：本年度、下一年度）+年月日。
2、安全生产责任书上传时校验格式为.pdf。
3、合作单位类型为设计单位、施工单位、监理单位的，合作单位信息补充保存时，增加安全生产责任书附件和签署日期的必填校验。",,功能+逻辑,合作单位-合作单位信息维护页面,合作单位信息维护页面,按钮展示,L2,验证【新增下一年度安全生产责任书】按钮的展示逻辑,"1.合作单位管理员新增合作单位后点击保存
2.当前日期为2023/12/01",1.综合员维护合作单位页面，检查【新增下一年度安全生产责任书】按钮的展示逻辑,1.展示按钮【新增下一年度安全生产责任书】,通过,成亚珍,MSIT,
